gene,local_uniprot,local_protein_name,local_ec_number,local_mass_da,local_organism
GA0070618_1623,A0A1C4VWR4,NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C),7.1.1.-,27019,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1624,A0A1C4VW19,NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B),7.1.1.-,25107,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1625,A0A1C4VW30,NADH-quinone oxidoreductase subunit A (EC 7.1.1.-) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1),7.1.1.-,13527,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1626,A0A1C4VW49,Geranylgeranyl reductase family,,45482,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1627,A0A1C4VW60,Uncharacterized protein,,8119,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1628,A0A1C4VW70,Demethylmenaquinone methyltransferase (EC 2.1.1.163),2.1.1.163,25279,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1629,A0A1C4VW89,LPXTG-motif cell wall anchor domain-containing protein,,41769,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1630,A0A1C4VWZ0,LPXTG-motif cell wall anchor domain-containing protein,,40699,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1631,A0A1C4VWA5,Cyclic dehypoxanthine futalosine synthase (Cyclic DHFL synthase) (EC 1.21.98.1) (Dehypoxanthine futalosine cyclase) (DHFL cyclase) (Menaquinone biosynthetic enzyme MqnC),1.21.98.1,44003,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1632,A0A1C4VWB5,ATP-grasp domain-containing protein,,32281,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1633,A0A1C4VWB9,"Ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE",,39697,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1634,A0A1C4VWD0,"Ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD",,16798,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1635,A0A1C4VW98,"Ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC",,27662,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1636,A0A1C4VWU2,"Ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB",,10583,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1637,A0A1C4VWC6,"Ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA",,39948,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1638,A0A1C4VWI9,Beta-lactamase family protein,,33564,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1639,A0A1C4VWJ9,Beta-lactamase enzyme family,,34266,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1640,A0A1C4VWF8,Chorismate dehydratase (EC 4.2.1.151) (Menaquinone biosynthetic enzyme MqnA),4.2.1.151,30777,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1641,A0A1C4VWL8,"Predicted arabinose efflux permease, MFS family",,43149,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1642,A0A1C4VXA5,DNA helicase IV,,75764,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1643,A0A1C4VWN9,VOC domain-containing protein,,27049,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1644,A0A1C4VWN8,Iron complex transport system ATP-binding protein,,31236,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1645,A0A1C4VWR1,Iron complex transport system permease protein,,37815,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1646,A0A1C4VWS1,Iron complex transport system substrate-binding protein,,32895,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1647,A0A1C4VXF5,Zinc carboxypeptidase,,48548,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1648,A0A1C4VWS9,Peptidase_C39 like family protein,,48593,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1649,A0A1C4VWV3,DUF4229 domain-containing protein,,10978,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1650,A0A1C4VWW9,Uncharacterized protein,,14895,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1651,A0A1C4VXK2,Aminodeoxyfutalosine synthase (AFL synthase) (Aminofutalosine synthase) (EC 2.5.1.120) (Menaquinone biosynthetic enzyme MqnE),2.5.1.120,44740,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1652,A0A1C4VWW8,"Cell wall-associated hydrolase, NlpC family",,52955,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1653,A0A1C4VXA7,Uncharacterized protein,,23322,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1654,A0A1C4VWV0,Uncharacterized protein,,12677,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1655,A0A1C4VWY5,Superfamily II DNA and RNA helicase,,64307,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1656,A0A1C4VWZ4,Glycolipid-binding domain-containing protein,,25496,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1657,A0A1C4VXJ2,L-cysteine desulfhydrase Cds1 (EC 4.4.1.1),4.4.1.1,39300,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1658,A0A1C4VXQ9,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,,27400,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1659,A0A1C4VX01,"Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein",,16367,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1660,A0A1C4VXG4,"DNA binding domain-containing protein, excisionase family",,9462,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1661,A0A1C4VX34,4-hydroxy-3-polyprenylbenzoate decarboxylase,,21816,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1662,A0A1C4VX57,Terpene synthase (EC 4.2.3.-),4.2.3.-,35355,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1663,A0A1C4VX66,4-hydroxybenzoate polyprenyltransferase,,32428,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1664,A0A1C4VX73,"Menaquinone biosynthesis decarboxylase, SCO4490 family",,77496,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1665,A0A1C4VX84,"Transcriptional regulator, AlpA family",,8117,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1666,A0A1C4VXA6,Uncharacterized protein,,10487,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1667,A0A1C4VXA4,Uncharacterized protein,,7955,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1668,A0A1C4VX88,Peptidase family M23,,26087,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1669,A0A1C4VX83,Cytochrome c-type biogenesis protein CcsB,,36001,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1670,A0A1C4VXB9,Cytochrome c biogenesis protein,,59469,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1671,A0A1C4VXA1,Cytochrome c-type biogenesis protein,,31197,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1672,A0A1C4VXA8,Thiol-disulfide isomerase or thioredoxin,,19733,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1673,A0A1C4VXF6,Broad specificity phosphatase PhoE,,23418,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1674,A0A1C4VXZ7,"Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)",5.4.3.8,45552,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1675,A0A1C4VXG9,Anti-sigma factor antagonist,,11915,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1676,A0A1C4VXH6,Response regulator receiver domain-containing protein,,20670,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1677,A0A1C4VXX7,histidine kinase (EC 2.7.13.3),2.7.13.3,156121,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1678,A0A1C4VXL7,"Serine phosphatase RsbU, regulator of sigma subunit",,74457,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1679,A0A1C4VXI9,Glycolate oxidase FAD binding subunit,,52676,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1680,A0A1C4VXN6,Oligopeptidase B,,77443,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1681,A0A1C4VXN5,Threonine dehydratase,,32850,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1682,A0A1C4VY36,TIGR03086 family protein,,20391,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1683,A0A1C4VXT4,AraC-type DNA-binding protein,,30235,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1684,A0A1C4VXU5,"Serine phosphatase RsbU, regulator of sigma subunit",,55455,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1685,A0A1C4VXS5,histidine kinase (EC 2.7.13.3),2.7.13.3,48648,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1686,A0A1C4VY89,Anti-sigma regulatory factor (Ser/Thr protein kinase),,35036,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1687,A0A1C4VY02,Serine/threonine-protein kinase RsbT,,14599,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1688,A0A1C4VXY5,RsbT antagonist protein RsbS,,14465,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1689,A0A1C4VXZ5,RsbT co-antagonist protein RsbR,,31170,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1690,A0A1C4VXY0,Anti-sigma factor antagonist,,12411,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1691,A0A1C4VY42,"MFS transporter, CP family, cyanate transporter",,44624,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1692,A0A1C4VY57,"Transcriptional regulator, GntR family",,23489,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1693,A0A1C4VYU5,Large-conductance mechanosensitive channel,,17165,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1694,A0A1C4VY48,Uncharacterized protein,,9185,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1695,A0A1C4VYA4,PRC-barrel domain-containing protein,,12806,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1696,A0A1C4VYA6,Benzoate membrane transport protein,,44724,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1697,A0A1C4VY92,Helix-turn-helix,,20514,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1698,A0A1C4VY86,protein-serine/threonine phosphatase (EC 3.1.3.16),3.1.3.16,25187,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1699,A0A1C4VYF5,Predicted acetyltransferase,,43619,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1700,A0A1C4VZ34,PT repeat-containing protein,,31826,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1701,A0A1C4VYZ8,Nucleoside-diphosphate-sugar epimerase,,38932,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1702,A0A1C4VYF0,Uncharacterized protein,,8732,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1705,A0A1C4VYJ5,Transposase,,11178,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1706,A0A1C4VYK7,Transposase InsO and inactivated derivatives,,33383,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1707,A0A1C4VYI5,Methyltransferase domain-containing protein,,28155,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1708,A0A1C4VYN5,Helix-turn-helix domain-containing protein,,39716,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1709,A0A1C4VYQ7,Uncharacterized protein,,8707,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1710,A0A1C4VZ82,"Transcriptional regulator, contains XRE-family HTH domain",,43082,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1711,A0A1C4VZ29,Uncharacterized protein,,8538,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1713,A0A1C4VZA9,DUF5753 domain-containing protein,,12493,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1714,A0A1C4VYP1,Acetyltransferase (GNAT) family protein,,16266,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1715,A0A1C4VYX9,Antitoxin,,10141,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1716,A0A1C4VZ13,Putative mRNA interferase YoeB,,10188,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1717,A0A1C4VZ15,RDD family protein,,18847,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1718,A0A1C4VZC8,Uncharacterized protein,,16065,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1719,A0A1C4VZ63,Uncharacterized protein,,13292,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1720,A0A1C4VZ26,Prolyl oligopeptidase,,77940,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1721,A0A1C4VZG7,Lipoprotein,,29821,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1722,A0A1C4VZ59,Uncharacterized protein,,41830,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1723,A0A1C4VZX8,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,,29319,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1724,A0A1C4VZ95,"Transcriptional regulator, TetR family",,21702,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1725,A0A1C4VZM7,"Acetyltransferase, GNAT family",,17989,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1726,A0A1C4VZE1,Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase),2.7.7.87,33808,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1727,A0A1C4VZB7,Uncharacterized protein,,9101,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1728,A0A1C4VZH0,Uncharacterized protein,,37884,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1729,A0A1C4VZD6,"Alpha,alpha-trehalose phosphorylase",,89327,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1730,A0A1C4VZJ5,Undecaprenyl-diphosphatase,,22741,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1731,A0A1C4VZH8,Leader peptidase (Prepilin peptidase) / N-methyltransferase,,25866,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1732,A0A1C4W093,Mce-associated membrane protein,,23273,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1733,A0A1C4VZN3,ATP/GTP-binding protein,,33686,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1734,A0A1C4VZM6,SAF domain-containing protein,,22399,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1735,A0A1C4VZU5,Cellulose biosynthesis protein BcsQ,,27742,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1736,A0A1C4W0B3,"Pilus assembly protein, ATPase of CpaF family",,58987,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1737,A0A1C4VZT0,Flp pilus assembly protein TadB,,31325,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1738,A0A1C4W048,"Type II secretion system (T2SS), protein F",,31236,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1739,A0A1C4VZW5,Uncharacterized protein,,6797,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1740,A0A1C4VZX2,TadE-like protein,,15176,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1741,A0A1C4W084,TadE-like domain-containing protein,,17342,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1742,A0A1C4VZW9,Putative Flp pilus-assembly TadE/G-like,,17136,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1743,A0A1C4W0K3,LysM domain-containing protein,,37354,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1744,A0A1C4W0C2,Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase,,30051,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1745,A0A1C4W080,"Cob(II)yrinic acid a,c-diamide reductase",,23232,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1746,A0A1C4W032,Inner membrane transporter RhtA,,30240,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1747,A0A1C4W076,Enoyl-CoA hydratase,,26511,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1748,A0A1C4W078,Uncharacterized protein,,28942,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1749,A0A1C4W065,NlpC/P60 family protein,,38262,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1750,A0A1C4W0A9,Poly-gamma-glutamate biosynthesis protein PgsC/CapC,,16918,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1751,A0A1C4W0W9,Poly-gamma-glutamate synthase PgsB/CapB,,46486,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1752,A0A1C4W0J5,HAMP domain-containing protein,,77758,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1753,A0A1C4W0F8,Poly-gamma-glutamate synthesis protein (Capsule biosynthesis protein),,43329,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1754,A0A1C4W153,"Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component",,51243,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1755,A0A1C4W0M2,Diamine N-acetyltransferase,,18466,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1756,A0A1C4W0T4,Immunity protein 8,,13963,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1757,A0A1C4W0Q0,"CubicO group peptidase, beta-lactamase class C family",,39223,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1758,A0A1C4W0L7,Phytoene synthase,,34023,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1759,A0A1C4W1B9,"Geranylgeranyl diphosphate synthase, type I",,40717,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1760,A0A1C4W0S8,Phytoene desaturase,,53550,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1761,A0A1C4W0W6,Isopentenyl-diphosphate Delta-isomerase (IPP isomerase) (EC 5.3.3.2) (IPP:DMAPP isomerase) (Isopentenyl pyrophosphate isomerase),5.3.3.2,21826,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1762,A0A1C4W166,B12 binding domain-containing protein,,32512,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1763,A0A1C4W0X3,Polysaccharide deacetylase,,28663,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1767,A0A1C4W0Y5,"Catechol 2,3-dioxygenase",,16299,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1768,A0A1C4W0W8,Arsenical resistance operon repressor,,13113,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1769,A0A1C4W1M7,Glycerol uptake facilitator (Major Intrinsic Protein Family),,24672,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_1770,A0A1C4W1E2,Arsenate reductase,,14741,Micromonospora echinospora (Micromonospora purpurea)
